species,strain,sex,organ,finding,severity,n_studies,n_animals,n_affected,mean_incidence_pct,sd_incidence_pct,min_incidence_pct,max_incidence_pct,duration_category,source,confidence,notes,year_min,year_max,severity_scale_version,terminology_version,severity_distribution,source_page,source_table,source_row_label,extraction_pass,flags
CYNO,MACACA_FASCICULARIS,BOTH_AGGREGATE,EPIDIDYMIS,arteritis/periarteritis,ANY,3,570,5,1.8,,0.0,16.6,,chamanza_2010,HIGH,pass2_m=5;pass2_f=None,2003,2009,unknown,inhand_pre_2024,,4,Table 5,Epididymis / arteritis/periarteritis,2,pass2_aggregate_reconstruction
CYNO,MACACA_FASCICULARIS,BOTH_AGGREGATE,PROSTATE,inflammatory cell infiltrates,ANY,15,570,9,3.2,,0.0,66.7,,chamanza_2010,HIGH,pass2_m=9;pass2_f=None,2003,2009,unknown,inhand_pre_2024,,4,Table 5,Prostate / inflammatory cell infiltrates,2,pass2_aggregate_reconstruction
CYNO,MACACA_FASCICULARIS,BOTH_AGGREGATE,OVARY,cysts (follicular/paraovarian/rete ovarii),ANY,43,570,25,8.8,,0.0,66.7,,chamanza_2010,HIGH,pass2_m=None;pass2_f=25,2003,2009,unknown,inhand_pre_2024,,4,Table 5,Ovary / cysts (follicular/paraovarian/rete ovarii),2,pass2_aggregate_reconstruction
CYNO,MACACA_FASCICULARIS,BOTH_AGGREGATE,OVARY,mineralized atretic follicles,ANY,43,570,20,7.0,,0.0,66.7,,chamanza_2010,HIGH,pass2_m=None;pass2_f=20,2003,2009,unknown,inhand_pre_2024,,4,Table 5,Ovary / mineralized atretic follicles,2,pass2_aggregate_reconstruction
CYNO,MACACA_FASCICULARIS,BOTH_AGGREGATE,THYROID GLAND,ectopic thymus,ANY,39,570,64,11.2,,0.0,83.3,,chamanza_2010,HIGH,pass2_m=31;pass2_f=33,2003,2009,unknown,inhand_pre_2024,,4,Table 5,Thyroid gland / ectopic thymus,2,pass2_aggregate_reconstruction
CYNO,MACACA_FASCICULARIS,BOTH_AGGREGATE,THYROID GLAND,cysts/ultimobranchial cysts,ANY,39,570,35,6.1,,0.0,100.0,,chamanza_2010,HIGH,pass2_m=22;pass2_f=13,2003,2009,unknown,inhand_pre_2024,,4,Table 5,Thyroid gland / cysts/ultimobranchial cysts,2,pass2_aggregate_reconstruction
CYNO,MACACA_FASCICULARIS,BOTH_AGGREGATE,THYROID GLAND,dilated/cystic follicles,ANY,39,570,18,3.2,,0.0,100.0,,chamanza_2010,HIGH,pass2_m=13;pass2_f=5,2003,2009,unknown,inhand_pre_2024,,4,Table 5,Thyroid gland / dilated/cystic follicles,2,pass2_aggregate_reconstruction
CYNO,MACACA_FASCICULARIS,BOTH_AGGREGATE,THYROID GLAND,lymphocytic thyroiditis,ANY,39,570,4,0.7,,0.0,16.6,,chamanza_2010,HIGH,pass2_m=1;pass2_f=3,2003,2009,unknown,inhand_pre_2024,,4,Table 5,Thyroid gland / lymphocytic thyroiditis,2,pass2_aggregate_reconstruction
CYNO,MACACA_FASCICULARIS,BOTH_AGGREGATE,ADRENAL GLAND,mineralization,ANY,19,570,8,1.4,,0.0,50.0,,chamanza_2010,HIGH,pass2_m=5;pass2_f=3,2003,2009,unknown,inhand_pre_2024,,4,Table 5,Adrenal gland / mineralization,2,pass2_aggregate_reconstruction
CYNO,MACACA_FASCICULARIS,BOTH_AGGREGATE,ADRENAL GLAND,cortical cell vacuolation,ANY,19,570,8,1.4,,0.0,40.0,,chamanza_2010,HIGH,pass2_m=2;pass2_f=6,2003,2009,unknown,inhand_pre_2024,,4,Table 5,Adrenal gland / cortical cell vacuolation,2,pass2_aggregate_reconstruction
CYNO,MACACA_FASCICULARIS,BOTH_AGGREGATE,ADRENAL GLAND,pigment,ANY,19,570,5,0.9,,0.0,16.6,,chamanza_2010,HIGH,pass2_m=2;pass2_f=3,2003,2009,unknown,inhand_pre_2024,,4,Table 5,Adrenal gland / pigment,2,pass2_aggregate_reconstruction
CYNO,MACACA_FASCICULARIS,BOTH_AGGREGATE,ADRENAL GLAND,adrenohepatic fusion/adhesion,ANY,19,570,5,0.9,,0.0,37.5,,chamanza_2010,HIGH,pass2_m=2;pass2_f=3,2003,2009,unknown,inhand_pre_2024,,4,Table 5,Adrenal gland / adrenohepatic fusion/adhesion,2,pass2_aggregate_reconstruction
CYNO,MACACA_FASCICULARIS,BOTH_AGGREGATE,PARATHYROID GLAND,ectopic thymus,ANY,22,570,16,2.8,,0.0,20.0,,chamanza_2010,HIGH,pass2_m=10;pass2_f=6,2003,2009,unknown,inhand_pre_2024,,4,Table 5,Parathyroid gland / ectopic thymus,2,pass2_aggregate_reconstruction
CYNO,MACACA_FASCICULARIS,BOTH_AGGREGATE,PARATHYROID GLAND,congenital cysts,ANY,22,570,15,2.6,,0.0,20.0,,chamanza_2010,HIGH,pass2_m=10;pass2_f=5,2003,2009,unknown,inhand_pre_2024,,4,Table 5,Parathyroid gland / congenital cysts,2,pass2_aggregate_reconstruction
CYNO,MACACA_FASCICULARIS,BOTH_AGGREGATE,PITUITARY,inflammatory cell foci,ANY,10,570,6,1.1,,0.0,33.3,,chamanza_2010,HIGH,pass2_m=4;pass2_f=2,2003,2009,unknown,inhand_pre_2024,,4,Table 5,Pituitary / inflammatory cell foci,2,pass2_aggregate_reconstruction
CYNO,MACACA_FASCICULARIS,BOTH_AGGREGATE,PITUITARY,cysts,ANY,10,570,6,1.1,,0.0,40.0,,chamanza_2010,HIGH,pass2_m=6;pass2_f=0,2003,2009,unknown,inhand_pre_2024,,4,Table 5,Pituitary / cysts,2,pass2_aggregate_reconstruction
CYNO,MACACA_FASCICULARIS,BOTH_AGGREGATE,PITUITARY,focal anterior pituitary cell hypertrophy,ANY,10,570,6,1.1,,0.0,12.5,,chamanza_2010,HIGH,pass2_m=2;pass2_f=4,2003,2009,unknown,inhand_pre_2024,,4,Table 5,Pituitary / focal anterior pituitary cell hypertrophy,2,pass2_aggregate_reconstruction
CYNO,MACACA_FASCICULARIS,BOTH_AGGREGATE,MESENTERIC LYMPH NODE,sinus histiocytosis,ANY,12,570,11,1.9,,0.0,50.0,,chamanza_2010,HIGH,pass2_m=8;pass2_f=3,2003,2009,unknown,inhand_pre_2024,,5,Table 6,Mesenteric lymph node / sinus histiocytosis,2,pass2_aggregate_reconstruction
CYNO,MACACA_FASCICULARIS,BOTH_AGGREGATE,MESENTERIC LYMPH NODE,eosinophil infiltration,ANY,12,570,7,1.2,,0.0,20.0,,chamanza_2010,HIGH,pass2_m=3;pass2_f=4,2003,2009,unknown,inhand_pre_2024,,5,Table 6,Mesenteric lymph node / eosinophil infiltration,2,pass2_aggregate_reconstruction
CYNO,MACACA_FASCICULARIS,BOTH_AGGREGATE,MESENTERIC LYMPH NODE,lymphangiectasia,ANY,12,570,4,0.7,,0.0,37.5,,chamanza_2010,HIGH,pass2_m=2;pass2_f=2,2003,2009,unknown,inhand_pre_2024,,5,Table 6,Mesenteric lymph node / lymphangiectasia,2,pass2_aggregate_reconstruction
CYNO,MACACA_FASCICULARIS,BOTH_AGGREGATE,SUBMANDIBULAR LYMPH NODE,pigmented macrophages,ANY,9,570,8,1.4,,0.0,50.0,,chamanza_2010,HIGH,pass2_m=6;pass2_f=2,2003,2009,unknown,inhand_pre_2024,,5,Table 6,Submandibular lymph node / pigmented macrophages,2,pass2_aggregate_reconstruction
CYNO,MACACA_FASCICULARIS,BOTH_AGGREGATE,SUBMANDIBULAR LYMPH NODE,granulocytic infiltrates,ANY,9,570,6,1.1,,0.0,20.0,,chamanza_2010,HIGH,pass2_m=3;pass2_f=3,2003,2009,unknown,inhand_pre_2024,,5,Table 6,Submandibular lymph node / granulocytic infiltrates,2,pass2_aggregate_reconstruction
CYNO,MACACA_FASCICULARIS,BOTH_AGGREGATE,THYMUS,atrophy,ANY,9,570,10,1.8,,0.0,66.7,,chamanza_2010,HIGH,pass2_m=4;pass2_f=6,2003,2009,unknown,inhand_pre_2024,,5,Table 6,Thymus / atrophy,2,pass2_aggregate_reconstruction
CYNO,MACACA_FASCICULARIS,BOTH_AGGREGATE,THYMUS,cystic tubular hyperplasia,ANY,9,570,9,1.6,,0.0,16.6,,chamanza_2010,HIGH,pass2_m=3;pass2_f=6,2003,2009,unknown,inhand_pre_2024,,5,Table 6,Thymus / cystic tubular hyperplasia,2,pass2_aggregate_reconstruction
CYNO,MACACA_FASCICULARIS,BOTH_AGGREGATE,THYMUS,myoid cells/muscle tissue,ANY,9,570,2,0.4,,,,,chamanza_2010,HIGH,pass2_m=0;pass2_f=2,2003,2009,unknown,inhand_pre_2024,,5,Table 6,Thymus / myoid cells/muscle tissue,2,pass2_aggregate_reconstruction
CYNO,MACACA_FASCICULARIS,BOTH_AGGREGATE,SPLEEN,focal lymphoid follicular hyperplasia,ANY,15,570,34,6.0,,0.0,50.0,,chamanza_2010,HIGH,pass2_m=18;pass2_f=16,2003,2009,unknown,inhand_pre_2024,,5,Table 6,Spleen / focal lymphoid follicular hyperplasia,2,pass2_aggregate_reconstruction
CYNO,MACACA_FASCICULARIS,BOTH_AGGREGATE,SPLEEN,capsular fibrosis,ANY,15,570,9,1.6,,0.0,50.0,,chamanza_2010,HIGH,pass2_m=6;pass2_f=3,2003,2009,unknown,inhand_pre_2024,,5,Table 6,Spleen / capsular fibrosis,2,pass2_aggregate_reconstruction
CYNO,MACACA_FASCICULARIS,BOTH_AGGREGATE,SPLEEN,hyalinized germinal centers,ANY,15,570,8,1.4,,0.0,37.5,,chamanza_2010,HIGH,pass2_m=5;pass2_f=3,2003,2009,unknown,inhand_pre_2024,,5,Table 6,Spleen / hyalinized germinal centers,2,pass2_aggregate_reconstruction
CYNO,MACACA_FASCICULARIS,BOTH_AGGREGATE,SKIN,dermatitis,ANY,41,570,31,5.4,,0.0,100.0,,chamanza_2010,HIGH,pass2_m=14;pass2_f=17,2003,2009,unknown,inhand_pre_2024,,5,Table 7,Skin / dermatitis,2,pass2_aggregate_reconstruction
CYNO,MACACA_FASCICULARIS,BOTH_AGGREGATE,SKIN,hair follicular atrophy,ANY,41,570,12,2.1,,0.0,50.0,,chamanza_2010,HIGH,pass2_m=5;pass2_f=7,2003,2009,unknown,inhand_pre_2024,,5,Table 7,Skin / hair follicular atrophy,2,pass2_aggregate_reconstruction
CYNO,MACACA_FASCICULARIS,BOTH_AGGREGATE,SKIN,"epidermal hyperplasia, penile",ANY,41,570,4,1.4,,0.0,50.0,,chamanza_2010,HIGH,pass2_m=4;pass2_f=0,2003,2009,unknown,inhand_pre_2024,,5,Table 7,"Skin / epidermal hyperplasia, penile",2,pass2_aggregate_reconstruction
CYNO,MACACA_FASCICULARIS,BOTH_AGGREGATE,BRAIN,"inflammatory cell foci, meningeal",ANY,26,570,14,2.5,,0.0,50.0,,chamanza_2010,HIGH,pass2_m=7;pass2_f=7,2003,2009,unknown,inhand_pre_2024,,5,Table 7,"Brain / inflammatory cell foci, meningeal",2,pass2_aggregate_reconstruction
CYNO,MACACA_FASCICULARIS,BOTH_AGGREGATE,BRAIN,pigment,ANY,26,570,12,2.1,,0.0,50.0,,chamanza_2010,HIGH,pass2_m=7;pass2_f=5,2003,2009,unknown,inhand_pre_2024,,5,Table 7,Brain / pigment,2,pass2_aggregate_reconstruction
CYNO,MACACA_FASCICULARIS,BOTH_AGGREGATE,BRAIN,"perivasculitis, meningeal",ANY,26,570,10,1.8,,0.0,100.0,,chamanza_2010,HIGH,pass2_m=6;pass2_f=4,2003,2009,unknown,inhand_pre_2024,,5,Table 7,"Brain / perivasculitis, meningeal",2,pass2_aggregate_reconstruction
CYNO,MACACA_FASCICULARIS,BOTH_AGGREGATE,BRAIN,perivascular cuffs,ANY,26,570,9,1.6,,0.0,100.0,,chamanza_2010,HIGH,pass2_m=4;pass2_f=5,2003,2009,unknown,inhand_pre_2024,,5,Table 7,Brain / perivascular cuffs,2,pass2_aggregate_reconstruction
CYNO,MACACA_FASCICULARIS,BOTH_AGGREGATE,BRAIN,"mineralization, thalamus",ANY,26,570,9,1.6,,0.0,50.0,,chamanza_2010,HIGH,pass2_m=5;pass2_f=4,2003,2009,unknown,inhand_pre_2024,,5,Table 7,"Brain / mineralization, thalamus",2,pass2_aggregate_reconstruction
CYNO,MACACA_FASCICULARIS,BOTH_AGGREGATE,BRAIN,focal gliosis/glial scar,ANY,26,570,5,0.9,,0.0,40.0,,chamanza_2010,HIGH,pass2_m=2;pass2_f=3,2003,2009,unknown,inhand_pre_2024,,5,Table 7,Brain / focal gliosis/glial scar,2,pass2_aggregate_reconstruction
CYNO,MACACA_FASCICULARIS,BOTH_AGGREGATE,SPINAL CORD,"perivasculitis, meningeal",ANY,9,570,13,2.3,,0.0,50.0,,chamanza_2010,HIGH,pass2_m=8;pass2_f=5,2003,2009,unknown,inhand_pre_2024,,5,Table 7,"Spinal cord / perivasculitis, meningeal",2,pass2_aggregate_reconstruction
CYNO,MACACA_FASCICULARIS,BOTH_AGGREGATE,SCIATIC NERVE,"inflammation, perineural",ANY,9,570,4,0.7,,0.0,33.3,,chamanza_2010,HIGH,pass2_m=1;pass2_f=3,2003,2009,unknown,inhand_pre_2024,,5,Table 7,"Sciatic nerve / inflammation, perineural",2,pass2_aggregate_reconstruction
CYNO,MACACA_FASCICULARIS,BOTH_AGGREGATE,SCIATIC NERVE,perivasculitis,ANY,9,570,3,0.5,,0.0,33.3,,chamanza_2010,HIGH,pass2_m=1;pass2_f=2,2003,2009,unknown,inhand_pre_2024,,5,Table 7,Sciatic nerve / perivasculitis,2,pass2_aggregate_reconstruction
CYNO,MACACA_FASCICULARIS,BOTH_AGGREGATE,SKELETAL MUSCLE,inflammatory cell infiltrates,ANY,20,570,7,1.2,,0.0,25.0,,chamanza_2010,HIGH,pass2_m=4;pass2_f=3,2003,2009,unknown,inhand_pre_2024,,5,Table 7,Skeletal muscle / inflammatory cell infiltrates,2,pass2_aggregate_reconstruction
CYNO,MACACA_FASCICULARIS,BOTH_AGGREGATE,SKELETAL MUSCLE,histiocyte infiltration/vaccine granuloma,ANY,20,570,6,1.1,,0.0,33.3,,chamanza_2010,HIGH,pass2_m=3;pass2_f=3,2003,2009,unknown,inhand_pre_2024,,5,Table 7,Skeletal muscle / histiocyte infiltration/vaccine granuloma,2,pass2_aggregate_reconstruction
CYNO,MACACA_FASCICULARIS,BOTH_AGGREGATE,SKELETAL MUSCLE,myositis,ANY,20,570,5,0.9,,0.0,50.0,,chamanza_2010,HIGH,pass2_m=2;pass2_f=3,2003,2009,unknown,inhand_pre_2024,,5,Table 7,Skeletal muscle / myositis,2,pass2_aggregate_reconstruction
CYNO,MACACA_FASCICULARIS,BOTH_AGGREGATE,BONE,digital fractures,ANY,10,570,7,1.2,,0.0,40.0,,chamanza_2010,HIGH,pass2_m=5;pass2_f=2,2003,2009,unknown,inhand_pre_2024,,5,Table 7,Bone / digital fractures,2,pass2_aggregate_reconstruction
CYNO,MACACA_FASCICULARIS,BOTH_AGGREGATE,BONE,physeal lesions,ANY,10,570,5,0.9,,0.0,12.5,,chamanza_2010,HIGH,pass2_m=3;pass2_f=2,2003,2009,unknown,inhand_pre_2024,,5,Table 7,Bone / physeal lesions,2,pass2_aggregate_reconstruction
